RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
878,15390789,Costa,600,Germany,Male,32,7,28428.07,2,1,1,86971.37,0
879,15111719,Dubois,476,France,Female,68,2,48822.41,1,1,0,19275.32,1
880,15570217,Ferreira,776,France,Male,40,9,127079.39,1,1,1,79851.76,0
881,15418805,Thomas,740,France,Female,34,3,0.0,1,1,1,44974.06,0
882,15117409,Robert,547,Germany,Female,46,2,209866.78,2,0,0,29217.14,1
883,15462773,Weber,652,France,Female,50,6,0.0,1,0,1,178592.73,0
884,15722897,Gomes,700,France,Male,43,4,0.0,1,1,1,142485.1,0
885,15630750,Alves,705,Spain,Male,57,5,0.0,1,1,0,137959.68,0
886,15013144,Santos,695,France,Male,22,4,77814.96,1,1,0,124744.48,0
887,15687439,Müller,780,Germany,Female,54,5,0.0,1,1,0,147076.52,1
888,15678315,Dubois,350,France,Female,35,0,29565.17,2,0,1,190120.81,0
889,15596696,Meyer,687,France,Male,56,3,0.0,1,1,0,24338.7,1
890,15681915,Müller,669,France,Female,33,5,0.0,2,1,0,18245.47,0
891,15689084,Alves,703,Germany,Male,51,3,96357.15,1,0,1,117325.81,0
892,15766427,Costa,710,Spain,Female,43,6,8964.6,1,1,1,88120.32,0
893,15904787,Souza,633,Spain,Male,18,8,180528.53,2,1,0,27108.54,0
894,15897710,Oliveira,802,France,Female,55,0,13455.75,2,1,0,191665.69,0
895,15948651,Dubois,613,Germany,Male,37,6,249147.35,1,1,1,155917.11,0
896,15350346,Santos,743,France,Female,35,2,38710.57,1,1,1,103205.59,0
897,15466413,Dubois,548,France,Female,51,7,0.0,1,1,1,191521.15,0
898,15339847,Meyer,680,Spain,Female,19,8,0.0,2,1,1,156608.98,0
899,15437056,Santos,775,France,Female,31,5,10263.42,1,1,0,26038.01,1
900,15728414,Martin,725,France,Female,49,4,156878.18,2,1,1,136772.59,0
901,15610454,Müller,686,France,Male,56,6,85289.02,1,1,0,100505.19,1
902,15295312,Robert,390,France,Male,19,7,0.0,1,1,1,123072.23,0
903,15800232,Alves,708,France,Male,46,2,127908.21,1,1,0,56917.12,0
904,15878419,Costa,729,Germany,Male,47,3,40388.4,2,1,1,99548.99,0
905,15589864,Dubois,647,France,Male,55,4,0.0,3,1,1,73548.96,1
906,15198795,Dubois,677,Spain,Female,63,6,206029.6,1,1,0,95105.63,1
907,15170516,Bernard,686,Spain,Male,59,2,14518.35,1,0,1,31158.76,0
908,15359826,Schmidt,727,France,Female,50,5,0.0,2,0,0,35830.88,0
909,15637976,Müller,693,France,Male,31,3,210674.64,1,1,0,97939.43,0
910,15388715,Costa,771,France,Female,23,7,79849.96,1,1,1,57222.5,0
911,15252981,Weber,656,Germany,Female,47,3,0.0,2,0,1,62821.35,0
912,15645578,Dubois,511,France,Male,69,8,51594.86,4,1,1,133318.35,1
913,15982834,Fischer,750,Germany,Female,42,0,125921.0,1,0,0,14038.34,1
914,15951401,Robert,771,France,Male,27,2,0.0,1,1,1,98099.25,0
915,15239146,Alves,752,Germany,Male,46,4,24272.39,2,1,0,119514.08,0
916,15288204,Ferreira,847,France,Female,49,3,56464.53,1,1,0,76903.49,1
917,15506614,Alves,676,France,Female,43,6,63627.38,1,0,0,111586.71,1
918,15143614,Fischer,688,Spain,Male,49,6,0.0,1,1,1,167675.08,0
919,15848642,Martin,583,Spain,Male,46,5,0.0,2,0,1,94901.78,0
920,15854022,Gomes,810,France,Female,36,8,158316.25,1,1,1,103133.05,0
921,15788345,Alves,412,Spain,Male,62,4,96237.27,1,1,0,173405.23,1
922,15039798,Costa,509,France,Male,50,8,0.0,1,0,0,97876.46,0
923,15701569,Oliveira,642,Spain,Female,35,2,0.0,2,1,1,189328.09,0
924,15673312,Fischer,553,Spain,Female,31,6,139124.08,2,1,1,181259.41,0
925,15338260,Bernard,559,France,Male,56,0,91318.8,2,0,0,18563.54,0
926,15276573,Thomas,544,France,Female,54,4,137918.77,2,1,1,45816.55,0
927,15993086,Meyer,825,France,Male,32,4,0.0,2,1,0,104873.82,0
928,15263401,Souza,748,Germany,Female,27,6,79828.65,1,0,0,36799.13,1
929,15221805,Oliveira,671,Germany,Male,24,5,0.0,2,1,1,176399.15,0
930,15309428,Fischer,485,France,Male,39,4,90911.9,2,1,1,95361.08,0
931,15151415,Fischer,634,France,Male,42,7,0.0,2,1,1,41955.28,0
932,15180257,Santos,510,Spain,Female,41,7,0.0,2,1,0,139386.72,0
933,15100354,Weber,725,Spain,Female,46,0,73163.5,1,1,0,143527.87,1
934,15533807,Souza,727,Germany,Male,49,7,208520.77,1,1,0,107867.05,1
935,15508526,Meyer,580,France,Female,21,4,133643.56,2,0,0,39070.55,0
936,15414296,Ferreira,714,France,Female,27,6,0.0,1,1,0,164724.65,0
937,15724643,Costa,820,France,Male,40,2,192126.2,1,1,0,179392.97,0
938,15065495,Ferreira,585,Spain,Female,18,2,123696.89,2,1,1,185251.29,0
939,15970712,Ferreira,619,France,Female,26,6,0.0,2,1,0,52040.37,0
940,15944248,Silva,577,Germany,Female,43,3,171770.07,2,1,0,124418.2,1
941,15092356,Schmidt,680,France,Male,57,5,117791.83,2,1,1,143735.26,0
942,15268979,Lima,850,Germany,Male,49,5,0.0,1,1,1,26246.15,0
943,15644053,Lima,668,Germany,Female,53,5,0.0,1,1,1,117056.61,1
944,15528749,Weber,612,Spain,Female,43,5,0.0,2,1,0,20637.08,0
945,15446182,Müller,711,France,Female,42,5,248024.7,2,1,0,162915.04,0
946,15220764,Thomas,632,France,Male,37,3,0.0,1,0,1,178004.39,0
947,15970914,Gomes,685,France,Female,70,1,96118.32,2,1,0,130770.16,1
948,15310071,Weber,705,Spain,Male,38,6,50102.39,1,0,0,186307.96,0
949,15330684,Oliveira,717,Spain,Female,36,6,65857.46,1,1,0,62876.4,0
950,15169390,Robert,538,Germany,Male,40,0,0.0,2,1,0,144920.13,0
951,15029155,Dubois,682,Germany,Female,61,6,33501.1,2,0,1,44962.31,1
952,15972475,Santos,540,Germany,Male,70,2,45407.59,1,1,1,24034.35,1
953,15712442,Oliveira,544,France,Female,58,3,29032.84,2,1,0,91570.34,0
954,15600026,Müller,772,Spain,Female,41,4,0.0,2,0,0,190584.28,0
955,15178760,Dubois,804,France,Male,47,5,158692.15,2,1,0,167430.38,0
956,15485457,Santos,720,France,Male,62,1,66278.04,1,0,1,143588.05,0
957,15085873,Lima,700,Germany,Female,49,6,198040.81,1,1,1,137148.41,1
958,15888939,Lima,656,France,Male,63,8,0.0,2,1,1,60290.77,0
959,15022953,Müller,717,France,Male,39,8,0.0,2,1,1,17349.39,0
960,15306915,Robert,644,Germany,Male,36,1,150133.92,2,1,0,97579.53,0
961,15025529,Alves,506,France,Female,52,7,101899.58,1,1,0,69606.75,1
962,15111543,Robert,685,Germany,Male,21,5,7304.66,3,1,1,79316.93,1
963,15942917,Thomas,467,France,Male,73,6,2954.46,1,0,1,25130.32,1
964,15579501,Lima,448,France,Female,46,8,4232.37,1,1,1,60999.07,0
965,15631312,Meyer,656,France,Male,57,5,0.0,1,1,1,120700.57,0
966,15257860,Lima,751,France,Female,35,4,93773.33,2,1,0,182169.24,0
967,15828607,Dubois,697,Germany,Female,50,4,134235.83,1,1,1,165781.09,1
968,15859402,Gomes,696,France,Male,45,5,0.0,1,1,0,67650.12,0
969,15010090,Schmidt,555,Germany,Male,46,8,150400.24,1,1,1,157059.62,0
970,15375325,Meyer,651,France,Female,43,7,0.0,1,0,0,141081.42,1
971,15338572,Ferreira,688,Germany,Female,77,5,134084.93,2,1,1,38626.3,1
972,15618418,Pereira,665,Spain,Male,46,2,0.0,2,1,1,122297.76,0
973,15313213,Oliveira,642,Germany,Female,34,3,68390.41,1,0,1,160812.07,0
974,15211086,Müller,566,France,Male,60,3,79320.28,1,1,0,37343.21,1
975,15820984,Silva,737,France,Male,35,3,55224.0,2,1,0,23578.62,0
976,15490425,Alves,710,France,Female,32,6,63752.0,1,0,1,24033.36,0
977,15166707,Ferreira,635,Germany,Male,23,6,86082.4,2,0,1,109850.8,0
978,15819840,Silva,648,France,Male,59,3,173067.15,1,1,0,17891.01,1
979,15067938,Weber,829,France,Male,37,6,0.0,3,1,0,101320.06,1
980,15659106,Bernard,676,Germany,Male,37,6,155847.24,1,1,0,111171.98,1
981,15446053,Pereira,567,France,Male,52,4,0.0,1,0,1,49964.95,0
982,15247519,Santos,767,Spain,Male,60,5,106333.96,2,1,1,194336.36,0
983,15421904,Martin,643,France,Male,18,6,188067.21,2,1,1,152102.01,0
984,15898340,Silva,495,France,Female,57,5,0.0,1,1,0,86016.47,1
985,15991892,Alves,759,Germany,Female,55,4,0.0,1,0,1,174948.78,1
986,15510414,Martin,649,France,Female,19,1,0.0,2,1,0,95349.55,0
987,15495678,Costa,629,Germany,Female,51,0,0.0,1,1,1,147264.16,1
988,15744468,Ferreira,671,France,Female,45,8,93443.16,2,1,1,124214.3,0
989,15700411,Meyer,640,France,Male,43,3,24622.07,1,1,1,98667.3,0
990,15516521,Weber,575,Spain,Male,41,5,0.0,2,0,1,61038.81,0
991,15110224,Fischer,717,Spain,Male,44,8,75122.77,2,1,0,15182.84,0
992,15964942,Lima,662,Germany,Male,25,6,58481.86,1,0,1,17551.12,0
993,15782121,Souza,664,France,Male,41,2,0.0,2,0,0,132788.7,0
994,15705181,Dubois,667,Germany,Male,20,6,0.0,1,1,1,175583.23,0
995,15069816,Gomes,659,France,Male,31,6,200254.95,2,1,1,168365.93,0
996,15420135,Alves,671,France,Female,20,3,79202.92,1,1,1,114786.16,0
997,15229674,Robert,751,Spain,Male,59,5,238478.21,1,0,1,18969.12,0
998,15146298,Gomes,725,France,Male,37,6,2876.52,2,1,1,23800.72,0
999,15235061,Oliveira,781,Spain,Female,32,3,0.0,2,1,1,45752.29,0
1000,15814069,Müller,670,France,Male,36,6,174825.98,1,0,0,52492.87,0
1001,15305073,Dubois,679,France,Male,54,1,0.0,1,0,1,83287.29,0
1002,15683178,Robert,591,Germany,Female,46,4,135672.7,1,0,1,49441.76,1
1003,15345327,Thomas,516,Spain,Male,56,2,0.0,1,1,1,68594.64,0
1004,15695206,Lima,620,Germany,Female,23,6,91503.86,1,0,1,23458.17,0
1005,15983289,Martin,753,Spain,Female,40,2,160194.17,2,1,0,88919.73,0
1006,15852380,Martin,621,Germany,Male,42,3,29668.65,2,1,1,111133.28,0
1007,15916953,Souza,715,Germany,Male,76,2,33928.15,2,1,1,147922.84,0
1008,15828075,Ferreira,525,Spain,Male,27,6,0.0,1,1,0,24341.39,0
1009,15655050,Alves,575,France,Male,18,2,190058.56,2,0,1,185431.21,0
1010,15531897,Santos,764,France,Female,26,6,0.0,1,1,1,95250.05,0
1011,15668998,Martin,739,France,Male,49,5,64903.92,2,1,0,89646.91,0
1012,15147933,Lima,540,Spain,Male,34,2,0.0,1,0,1,192299.87,0
1013,15012319,Alves,661,Spain,Male,58,5,228370.97,2,1,1,110395.27,0
1014,15162275,Oliveira,564,France,Female,26,4,85242.07,1,1,0,60701.66,0
1015,15042986,Martin,676,Germany,Male,39,5,0.0,1,1,1,16624.69,0
1016,15637571,Schmidt,745,Spain,Male,39,8,0.0,2,1,0,176603.56,0
1017,15199237,Meyer,780,France,Male,41,1,0.0,2,1,1,155334.45,0
1018,15324934,Müller,589,Germany,Male,50,6,0.0,1,0,1,133463.32,0
1019,15883950,Ferreira,517,Spain,Female,19,6,0.0,1,0,1,95364.32,0
1020,15344510,Souza,578,France,Male,74,2,0.0,1,0,0,160486.61,1
1021,15358462,Dubois,609,Germany,Male,32,5,181454.7,2,1,0,62762.9,0
1022,15901224,Ferreira,850,France,Female,47,5,98546.61,2,0,0,52950.8,0
1023,15776053,Meyer,548,Spain,Male,47,4,0.0,1,1,0,186866.66,0
1024,15555894,Schmidt,693,Spain,Male,35,4,0.0,1,1,1,24719.93,0
1025,15888055,Oliveira,736,Spain,Male,51,3,0.0,1,0,1,182529.81,0
1026,15421938,Alves,634,France,Male,55,5,3958.25,1,1,1,54656.37,0
1027,15057182,Bernard,610,Spain,Female,37,3,0.0,1,0,1,189256.01,0
1028,15745181,Souza,775,Spain,Male,50,4,84327.82,1,0,0,83905.58,0
1029,15833419,Fischer,621,France,Male,32,6,87358.84,1,1,1,83949.66,0
1030,15867747,Fischer,585,Spain,Female,41,1,175758.69,1,0,1,20355.32,0
1031,15194180,Schmidt,592,France,Female,34,4,249291.98,2,1,1,167048.0,0
1032,15709840,Robert,718,Germany,Female,58,4,0.0,2,1,0,174809.28,1
1033,15725152,Souza,630,France,Female,31,3,0.0,2,0,0,145849.91,0
1034,15959344,Alves,710,France,Male,18,5,0.0,2,1,0,150386.86,0
1035,15714067,Alves,626,France,Male,36,0,0.0,3,1,0,69656.08,1
1036,15679526,Souza,762,Germany,Male,36,4,63723.58,1,0,0,138245.61,0
1037,15547740,Fischer,792,France,Male,42,4,0.0,1,1,1,14177.31,0
1038,15378951,Ferreira,665,Germany,Female,37,4,0.0,1,1,1,148578.81,0
1039,15670195,Martin,607,France,Male,45,2,24162.27,1,1,0,184458.6,0
1040,15587126,Thomas,537,France,Male,36,2,0.0,2,0,0,56322.1,0
1041,15112837,Ferreira,698,Germany,Male,41,5,125799.51,1,1,1,25264.05,0
1042,15172155,Thomas,643,Spain,Male,49,1,171613.49,2,1,0,144499.44,0
1043,15655530,Silva,682,France,Male,62,3,0.0,2,1,0,187540.17,0
1044,15672784,Souza,595,Germany,Male,75,6,0.0,2,1,0,179390.22,1
1045,15170021,Lima,568,Spain,Female,54,1,76532.8,2,0,1,186725.63,0
1046,15307149,Meyer,719,Germany,Male,43,4,0.0,1,0,0,137240.66,0
1047,15954919,Ferreira,663,France,Female,35,5,0.0,2,1,1,86026.03,0
1048,15704241,Pereira,709,France,Female,47,2,0.0,2,0,0,93754.29,0
1049,15055979,Schmidt,848,Spain,Female,76,3,87597.86,2,1,0,184570.22,1
1050,15922458,Weber,720,France,Female,27,5,0.0,1,1,0,137527.34,0
1051,15431643,Pereira,850,Spain,Female,47,3,87699.45,1,1,1,127460.7,0
1052,15406725,Martin,710,Germany,Female,31,2,0.0,1,1,0,136387.2,1
1053,15858757,Silva,768,Spain,Male,41,2,82028.56,1,0,0,169679.25,0
1054,15450327,Meyer,683,Spain,Male,33,2,100185.47,1,1,1,21901.81,0
1055,15153606,Weber,524,Spain,Male,46,8,66732.98,1,1,1,43097.14,0
1056,15384188,Weber,739,France,Female,47,2,0.0,3,1,0,54229.68,1
1057,15358402,Meyer,638,Spain,Male,77,4,241293.79,1,1,1,51569.72,1
1058,15168631,Lima,594,France,Male,48,4,0.0,2,1,0,110524.92,0
1059,15648576,Weber,531,France,Female,53,5,0.0,2,1,0,68521.12,0
1060,15202376,Müller,716,Germany,Male,38,4,85397.32,2,1,0,81085.07,0
1061,15254079,Ferreira,703,Spain,Male,32,6,0.0,1,1,0,105153.32,0
1062,15643311,Meyer,644,Spain,Female,35,7,65870.51,2,0,1,112095.82,0
1063,15411459,Weber,729,Spain,Male,31,3,0.0,2,1,1,96681.82,0
1064,15843613,Gomes,774,France,Male,39,2,0.0,3,1,0,117232.78,1
1065,15039467,Dubois,727,France,Female,47,9,214151.01,1,0,1,65494.03,0
1066,15367163,Robert,760,Germany,Female,46,6,44573.1,2,1,0,128026.91,0
1067,15634317,Lima,626,France,Female,46,3,0.0,2,0,0,81202.67,0
1068,15221838,Robert,686,France,Female,31,7,53331.78,1,1,1,192404.76,0
1069,15400981,Müller,764,France,Male,36,5,713.26,2,1,1,183768.52,0
1070,15446201,Robert,665,France,Male,42,4,0.0,1,1,1,157126.64,0
1071,15533350,Lima,594,France,Female,30,7,174831.07,1,0,1,167447.9,0
1072,15194016,Gomes,590,France,Male,31,5,203209.96,2,1,1,194775.79,0
1073,15954637,Oliveira,568,France,Female,28,6,49751.52,1,0,0,46882.54,0
1074,15343063,Robert,651,France,Female,18,4,75348.85,2,0,1,132622.53,0
1075,15991829,Santos,830,Spain,Female,32,6,70347.65,1,1,1,39937.01,0
1076,15479845,Gomes,615,France,Male,24,3,85529.19,1,0,0,58210.91,0
1077,15769575,Müller,606,France,Female,32,6,0.0,2,1,0,91887.49,0
1078,15879417,Thomas,807,Germany,Female,43,4,74254.81,1,1,0,35449.78,1
1079,15055485,Weber,459,France,Female,22,4,224053.04,1,0,0,75958.93,1
1080,15566435,Weber,427,Spain,Male,35,6,0.0,1,0,1,122612.81,0
1081,15728881,Ferreira,678,Spain,Male,51,2,0.0,1,1,1,34346.07,0
1082,15826355,Lima,681,France,Female,59,8,176631.0,1,0,1,127854.71,1
1083,15846421,Oliveira,747,France,Female,40,4,55716.24,2,0,1,83101.1,0
1084,15285583,Martin,781,Spain,Male,55,5,0.0,2,1,1,81419.59,0
1085,15047834,Gomes,671,Spain,Male,33,4,146442.74,1,1,1,179862.81,0
1086,15755578,Gomes,471,France,Female,23,5,0.0,2,1,1,85199.8,0
1087,15083117,Fischer,738,Germany,Male,70,5,138089.63,2,1,0,144647.53,1
1088,15754021,Santos,467,France,Male,57,6,5682.02,2,1,0,184199.13,0
1089,15100121,Ferreira,660,Spain,Female,39,6,0.0,2,1,1,150965.4,0
1090,15174483,Gomes,733,France,Male,41,3,99777.13,3,1,1,135982.76,1
1091,15233778,Robert,649,Spain,Male,46,5,0.0,1,1,1,62875.07,0
1092,15070482,Silva,663,Germany,Male,38,6,93099.39,1,0,1,148610.51,0
1093,15542577,Robert,678,Germany,Female,34,6,70600.52,1,1,0,50742.39,1
1094,15781833,Oliveira,528,Germany,Female,32,7,0.0,1,1,1,25639.77,0
1095,15091673,Santos,637,France,Male,58,6,60181.66,2,1,1,115543.65,0
1096,15966716,Thomas,827,France,Female,22,6,0.0,1,1,1,185224.03,0
1097,15853272,Dubois,662,France,Male,55,6,201677.7,1,0,1,66568.4,0
1098,15309984,Silva,606,France,Male,23,6,0.0,1,1,1,70032.56,0
1099,15884764,Pereira,790,Spain,Male,48,6,218627.95,2,1,1,118313.84,0
1100,15840803,Fischer,823,France,Male,45,3,10939.27,2,0,1,40960.16,0
1101,15992413,Fischer,512,France,Female,43,6,0.0,2,1,1,139438.65,0
1102,15663157,Alves,559,Spain,Male,18,8,217171.32,1,1,1,101418.01,0
1103,15871137,Silva,556,Spain,Male,37,2,0.0,2,1,0,43935.78,0
1104,15164446,Lima,752,Spain,Female,50,0,11568.26,2,1,1,99836.28,0
1105,15192260,Alves,644,Spain,Male,24,1,9311.51,2,1,0,32541.11,0
1106,15427074,Oliveira,692,France,Female,22,2,0.0,1,0,0,129502.0,0
1107,15108198,Fischer,656,France,Male,44,7,0.0,1,1,0,30865.8,0
1108,15041385,Costa,777,Spain,Male,46,2,201892.44,1,1,0,153991.12,0
1109,15897222,Robert,587,Germany,Female,19,6,195523.88,2,0,1,140379.37,0
1110,15105679,Bernard,569,France,Male,48,6,95745.51,1,1,1,23540.13,0
1111,15878560,Souza,623,Spain,Male,60,7,0.0,1,0,1,26344.8,0
1112,15349064,Ferreira,606,France,Female,19,4,61564.84,2,1,0,71738.86,0
1113,15849115,Thomas,634,France,Female,46,4,137217.24,1,0,1,35889.69,0
1114,15853352,Weber,572,Germany,Female,28,3,129801.15,3,0,0,73404.49,1
1115,15810357,Schmidt,850,Germany,Male,26,2,0.0,1,1,1,50277.52,0
1116,15515587,Müller,542,Germany,Male,24,2,142463.94,2,1,1,139281.19,0
1117,15412973,Silva,473,France,Male,36,2,151557.84,2,1,1,35575.0,0
1118,15397064,Weber,710,Spain,Male,59,4,223171.34,1,1,0,18278.25,1
1119,15762946,Weber,611,France,Male,39,2,0.0,1,1,0,53377.49,0
1120,15526472,Dubois,728,France,Female,47,4,123330.96,2,0,0,82011.99,0
1121,15192340,Lima,476,Spain,Male,38,6,98482.93,2,1,0,15382.97,0
1122,15780270,Santos,726,Spain,Female,40,5,67950.87,2,1,1,151375.05,0
1123,15676070,Oliveira,666,Spain,Female,42,5,0.0,1,0,0,151880.08,0
1124,15913185,Santos,698,Spain,Male,58,6,223376.55,2,1,0,100948.5,0
1125,15102533,Müller,546,Germany,Female,52,0,4950.98,1,1,1,105010.48,1
1126,15106920,Silva,591,Germany,Male,58,6,0.0,2,1,1,147870.27,0
1127,15457856,Oliveira,793,France,Male,36,2,187348.15,2,1,0,152078.16,0
1128,15204695,Santos,639,France,Female,52,3,40699.51,1,0,1,134887.22,0
1129,15848957,Martin,601,France,Female,32,3,101602.16,1,1,1,30296.48,0
1130,15608892,Meyer,754,France,Male,46,1,0.0,1,0,1,122459.62,0
1131,15535150,Souza,532,Germany,Male,73,2,217589.79,2,1,0,122123.47,1
1132,15966110,Gomes,658,France,Female,19,8,52747.76,2,1,0,85296.31,0
1133,15397125,Müller,549,France,Female,33,5,68400.44,1,1,0,43075.38,1
1134,15339121,Santos,850,France,Male,46,4,0.0,3,1,1,187644.39,1
1135,15424230,Ferreira,642,Germany,Male,44,6,0.0,2,1,0,159682.25,0
1136,15393795,Robert,739,France,Female,27,6,60621.83,2,0,0,94808.32,0
1137,15156366,Müller,512,Spain,Female,70,2,213812.58,2,1,1,65627.62,0
1138,15151962,Oliveira,791,France,Male,46,6,76788.97,1,0,1,89809.11,0
1139,15625484,Schmidt,583,France,Male,19,8,11234.76,1,1,1,101877.33,0
1140,15460905,Costa,611,Germany,Male,26,5,88671.14,2,1,1,157956.77,0
1141,15516839,Robert,850,Spain,Male,55,5,0.0,1,1,0,20317.04,0
1142,15222779,Müller,692,France,Male,27,7,0.0,1,1,1,140590.16,0
1143,15363681,Robert,766,Germany,Female,25,5,151042.4,2,1,0,131332.42,0
1144,15728165,Fischer,441,Germany,Male,45,9,146321.71,1,1,1,136950.33,0
1145,15496951,Müller,552,France,Female,42,3,132417.52,1,1,1,145895.85,0
1146,15548119,Costa,672,Spain,Male,49,6,122963.54,1,1,1,191769.11,0
1147,15643261,Lima,714,Spain,Male,31,5,0.0,2,1,0,162301.11,0
1148,15554692,Gomes,607,Germany,Female,58,3,0.0,2,1,0,119571.47,1
1149,15753934,Ferreira,434,Spain,Male,77,7,0.0,1,0,1,93230.66,0
1150,15478175,Pereira,626,Spain,Male,32,9,82156.7,1,0,0,172200.91,0
1151,15098708,Weber,651,Germany,Female,48,1,40900.85,1,1,1,198383.21,0
1152,15463086,Pereira,571,Spain,Male,52,7,0.0,1,0,0,194872.79,0
1153,15154277,Santos,741,Germany,Female,47,2,236373.03,1,1,1,115348.15,1
1154,15220135,Alves,845,Germany,Female,43,2,0.0,1,1,1,134530.06,0
1155,15953255,Costa,580,Germany,Male,37,0,0.0,1,1,1,166208.5,0
1156,15588033,Gomes,740,Spain,Female,48,7,44471.61,2,0,0,88853.66,0
1157,15443605,Fischer,660,France,Male,50,6,0.0,2,1,0,143809.95,0
1158,15697708,Lima,589,Spain,Female,49,0,37723.9,2,1,1,82576.07,0
1159,15175765,Meyer,584,Spain,Male,66,5,201633.36,1,1,1,128483.34,1
1160,15515175,Müller,594,France,Male,18,2,63485.73,2,1,1,39369.34,0
1161,15245365,Alves,698,Spain,Female,27,6,86023.83,2,0,0,157185.74,0
1162,15079516,Gomes,850,France,Female,19,4,204714.01,1,1,0,28938.21,1
1163,15182106,Bernard,690,France,Male,44,0,0.0,1,0,1,37050.43,0
1164,15343708,Fischer,702,Germany,Male,28,6,0.0,1,1,0,167372.83,0
1165,15068761,Alves,462,France,Female,47,5,184101.54,1,1,1,116747.01,0
1166,15722076,Alves,603,Spain,Male,37,6,0.0,2,1,0,106491.03,0
1167,15363332,Silva,652,Spain,Female,35,5,101094.39,1,0,0,177530.35,1
1168,15235038,Meyer,667,Germany,Female,36,4,0.0,1,1,0,74114.67,1
1169,15957627,Bernard,723,France,Male,53,5,28457.03,2,1,1,74167.73,0
1170,15063002,Gomes,536,France,Female,41,0,24634.74,1,1,1,111966.12,0
1171,15411443,Costa,674,Germany,Male,69,3,0.0,1,1,0,170460.49,1
1172,15013313,Thomas,724,Spain,Male,49,6,52530.85,2,1,1,50506.38,0
1173,15591910,Silva,499,Germany,Male,29,6,197635.38,1,1,0,66812.56,1
1174,15357619,Alves,631,France,Male,22,7,0.0,1,0,1,148701.0,0
1175,15266616,Santos,553,Germany,Male,70,5,0.0,1,1,1,197834.54,1
1176,15096437,Oliveira,763,Germany,Male,43,8,0.0,1,0,0,142907.24,0
1177,15093246,Robert,837,Spain,Male,19,4,0.0,2,0,1,117715.75,0
1178,15992111,Pereira,578,France,Male,48,4,0.0,1,1,0,176523.95,0
1179,15335590,Souza,850,Spain,Male,33,2,175083.94,2,1,0,88533.64,0
1180,15543497,Costa,591,Germany,Female,38,6,213848.85,1,1,0,139446.27,1
1181,15900209,Costa,707,Spain,Male,19,5,139459.25,2,1,1,56764.48,0
1182,15261206,Gomes,598,France,Male,57,4,0.0,2,1,0,86042.04,0
1183,15358585,Martin,620,Germany,Male,19,1,0.0,1,1,1,147001.04,0
1184,15953805,Müller,618,Spain,Male,36,2,0.0,1,0,1,126019.78,0
1185,15090744,Oliveira,663,France,Male,35,2,168832.21,1,1,1,181923.25,0
1186,15642950,Thomas,621,Spain,Male,20,3,0.0,1,1,1,50527.99,0
1187,15972295,Alves,605,Germany,Female,44,2,0.0,1,1,1,103894.74,0
1188,15437672,Schmidt,537,France,Male,24,6,69404.33,1,1,0,21434.62,0
1189,15463356,Schmidt,734,France,Female,38,7,0.0,1,1,0,194187.38,0
1190,15482878,Müller,508,Germany,Male,78,6,0.0,1,1,0,125491.11,1
1191,15635414,Müller,659,France,Male,39,5,0.0,2,1,0,45846.99,0
1192,15048139,Alves,598,Germany,Female,40,5,0.0,1,0,1,172102.52,0
1193,15888575,Lima,593,France,Female,33,7,0.0,1,1,0,32451.79,0
1194,15566968,Costa,656,Germany,Male,43,4,165588.41,1,1,1,178149.35,0
1195,15951475,Lima,719,France,Female,54,1,0.0,2,1,0,19095.05,0
1196,15938358,Costa,629,Spain,Female,37,4,70108.27,2,0,0,188752.28,0
1197,15640573,Pereira,558,Spain,Male,53,4,228626.16,2,1,1,67603.23,0
1198,15808864,Pereira,738,Spain,Female,48,4,0.0,3,1,1,80832.32,1
1199,15506184,Robert,647,Germany,Male,45,2,0.0,1,0,1,129946.26,0
1200,15819235,Bernard,636,France,Male,24,6,61019.9,1,1,0,189092.55,0
1201,15557078,Schmidt,560,Spain,Female,30,6,77961.56,2,0,0,47907.19,0
1202,15836435,Weber,672,France,Female,46,2,46627.4,1,1,0,79053.47,1
1203,15495069,Pereira,728,France,Male,59,4,45074.53,2,1,1,139265.8,0
1204,15998356,Müller,724,France,Male,44,6,246222.98,2,1,0,24707.9,0
1205,15097008,Robert,773,France,Male,35,0,49462.93,3,0,1,75758.35,1
1206,15689923,Oliveira,744,Spain,Male,21,3,0.0,1,1,1,130798.7,0
1207,15726375,Oliveira,567,Germany,Male,45,4,114518.42,1,0,1,93990.16,0
1208,15396960,Lima,616,France,Female,42,6,0.0,1,0,1,195967.75,0
1209,15391224,Oliveira,609,France,Female,18,6,80051.2,1,1,1,195433.53,0
1210,15368818,Thomas,569,Spain,Female,29,2,75940.82,2,1,1,186287.74,0
1211,15547156,Meyer,726,France,Female,37,4,74105.86,1,1,1,191569.06,0
1212,15943290,Lima,626,France,Male,46,3,0.0,2,1,0,191034.88,0
1213,15114505,Pereira,545,France,Male,48,3,210460.39,2,1,1,170056.67,0
1214,15962219,Oliveira,448,Spain,Female,57,4,0.0,1,0,0,190427.81,1
1215,15110844,Lima,814,Germany,Male,43,4,216978.96,2,0,1,13250.91,0
1216,15397183,Santos,599,France,Female,30,2,80331.06,2,1,0,159097.57,0
1217,15972184,Bernard,644,France,Female,50,2,198692.54,2,0,0,112571.56,0
